"TicketID","TransactionID","CreatedDate","SubjectNoHTML","TransactionContent"
"3246824","70958728","2025-08-17 22:03:42","HPC Slurm/Software Issue: General slurm issue","Hi [USER],  It works now. Thank you so much for the quick fixing and response on the weekend. I really appreciate this. Have a good rest of the weekend.  Thanks, [USER]  On Sun, Aug 17, 2025 at 5:56 PM [STAFF] via RT <[EMAIL]> wrote:  > Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3246824 >  > Last Update From Ticket:  > Hello [USER],  > It looks like we had an issue on the management node that caused the Slurm database to fail, which is what was causing the error you were seeing. I've fixed this, and in my testing was able to run squeue and other slurm commands with success.  > When you have a chance, could you try running squeue (or any other slurm command) and see if it works for you now?  > I apologize for any inconvenience this may have caused.  > Thank you,  > [STAFF]  On Sun Aug 17 16:09:13 2025, [USER] wrote:  > First Name:                [USER]  > Last Name:                 [USER]  > Email:                     [EMAIL]  > Campus ID:                 [CAMPUS_ID]  > Request Type:              High Performance Cluster  > Hi Officer,  > Hope you have a great weekend.  > I found this error message on CHIP. It looks there are some issue on slurm. Could you please help check out? Thank you very much.  > $ squeue --me  > squeue: error: slurm_persist_conn_open: Something happened with the receiving/processing of the persistent connection init message to master:6819: Unable to connect to database  > squeue: error: Sending PersistInit msg: Unable to connect to database  > squeue: error: slurm_persist_conn_open: Something happened with the receiving/processing of the persistent connection init message to master:6819: Unable to connect to database  > squeue: error: Sending PersistInit msg: Unable to connect to database  > squeue: error: DBD_GET_CLUSTERS failure: Unable to connect to database  > squeue: error: Problem talking to database  > squeue: error: There is a problem talking to the database: Unable to connect to database.  Only local cluster communication is available, remove --cluster from your command line or contact your admin to resolve the problem."
"3246838","70958839","2025-08-17 22:48:28","HPC Slurm/Software Issue: squeue not working","Thanks, it worked. All is well. :) On Sun, Aug 17, 2025 at 5:57 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3246838 > Last Update From Ticket: Hello [USER], It looks like we had an issue on the management node that caused the Slurm database to fail, which is what was causing the error you were seeing. I've fixed this, and in my testing was able to run squeue and other slurm commands with success. When you have a chance, could you try running squeue (or any other slurm command) and see if it works for you now? I apologize for any inconvenience this may have caused. Thank you, [STAFF] On Sun Aug 17 17:01:49 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUS_ID] Request Type:              High Performance Cluster When I type 'squeue -u [USER]', the output is: 'squeue: error: slurm_persist_conn_open: Something happened with the receiving/processing of the persistent connection init message to master:6819: Unable to connect to database squeue: error: Sending PersistInit msg: Unable to connect to database squeue: error: slurm_persist_conn_open: Something happened with the receiving/processing of the persistent connection init message to master:6819: Unable to connect to database squeue: error: Sending PersistInit msg: Unable to connect to database squeue: error: DBD_GET_CLUSTERS failure: Unable to connect to database squeue: error: Problem talking to database squeue: error: There is a problem talking to the database: Unable to connect to database.  Only local cluster communication is available, remove --cluster from your command line or contact your admin to resolve the problem.' This issue is new and only started this afternoon (4 PM 8/17 at the earliest)"
"3246852","71387774","2025-09-02 17:00:59","HPC Slurm/Software Issue: libpng.so and libwrap.so dependencies","I have installed the libpng-devel package across the Chip cluster, and have verified that /usr/lib64/libpng.so is available. However, as far as we can tell the libwrap-devel package is not available on Red Hat Enterprise Linux 9, which is what we're running on Chip. This seems to be because the functionality provided by the package was deprecated in RHEL 7.4 and removed in RHEL 8, in favor of newer tools like systemd and firewalld: https://access.redhat.com/solutions/3906701 unfortunately this documentation is behind a Red Hat access subscription, but I can get it to you if you wish. In this case, to build Geant4/DCMTK we would suggest you try to use apptainer. Using apptainer, you'd create a container using an older Red Hat version that has libwrap-devel (it looks like RHEL 7 still has the package available) or a different Linux distribution like Ubuntu 24.04 or Debian 13 that still has libwrap-dev available for their current versions. We have instructions for how to get started with apptainer on the HPCF wiki: https://umbc.atlassian.net/wiki/spaces/faq/pages/1398407192/Apptainer+on+Chip+via+Slurm and we will be more than happy to assist you with using it. I apologize for the delay in resolving this issue and for omitting that crucial piece of info as to why it wasn't as simple as just installing a couple of packages on the cluster. Thank you, [STAFF]. On Tue Sep 02 08:39:44 2025, [USER] wrote: Correction, they're called libpng-devel and libwrap-devel. The suggested fix https://github.com/justadudewhohacks/opencv4nodejs/issues/595 is to install libpng-devel which will populate /usr/lib64/libpng.so https://commandfound.com/post/libpnglib-not-found-centos/ and libwrap-devel (or tcp-wrappers?) which will populate /usr/lib64/libwrap.so https://docs.redhat.com/en/documentation/red_hat_enterprise_linux/6/html/security_guide/sect-security_guide-tcp_wrappers_and_xinetd. On Tue Sep 02 08:37:45 2025, [USER] wrote: Is it possible to schedule a virtual meeting to resolve this issue? This is time-sensitive. On Thu Aug 28 12:33:42 2025, [USER] wrote: Is there any update on this issue? On Sun Aug 24 15:33:36 2025, [USER] wrote: Hello [STAFF], The error is persistent between Cmake versions. What's happening is that the compilation requires this dependency because of DCMTK (a package which handles DCM images from CT scans, etc) and it's just not there. For instance, the same code is running on my colleague's cluster at another institution, they have not been able to run this particular code since the transition to chip, and we are trying to help them. They are asking us in fact why this has not been fixed, so this issue is urgent, frankly. On Fri, Aug 22, 2025 at 3:05PM [STAFF] via RT <[EMAIL ADDRESS]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3246852> Last Update From Ticket: Hello [USER], Could you provide me more information to help me diagnose your issue - e.g. what version of CMake are you using, and the steps you're taking to build your Geant4 project? We've had other researchers compile Geant4 projects on Chip in the past, so I'm hoping to find what's different between your build and the others that have succeeded. Thank you, [STAFF]. On Sun Aug 17 18:31:29 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL ADDRESS] Campus ID: OT40491 Request Type: High Performance Cluster I'm trying to compile a Geant4/DCMTK project on Chip (CMake and Make), but I don't have any way of pointing cmake somewhere other than /usr/lib64/libpng.so and /usr/lib64/libwrap.so (otherwise I would try to install these things myself and point it there). make[2]: *** No rule to make target '/usr/lib64/libpng.so', needed by 'dicom/dicomReader/libdicomReader.so'. Stop. make[2]: Leaving directory '/umbc/rs/hpcreu/users/[USER]/2025_Summer_BigDataREU/PJMC/DCMTK_PJMC/build' make[1]: *** [CMakeFiles/Makefile2:140: dicom/dicomReader/CMakeFiles/dicomReader.dir/all] Error 2 make[1]: Leaving directory '/umbc/rs/hpcreu/users/[USER]/2025_Summer_BigDataREU/PJMC/DCMTK_PJMC/build' make: *** [Makefile:147: all] Error 2. The suggested fix https://github.com/justadudewhohacks/opencv4nodejs/issues/595 is to install libpng-devel which will populate /usr/lib64/libpng.so https://commandfound.com/post/libpnglib-not-found-centos/ and libwrap-devel (or tcp-wrappers?) which will populate /usr/lib64/libwrap.so https://docs.redhat.com/en/documentation/red_hat_enterprise_linux/6/html/security_guide/sect-security_guide-tcp_wrappers_and_xinetd. Could you install this for me? Thanks. Best, [STAFF] DOIT HPC System Administrator"
"3248789","71201804","2025-08-25 21:34:23","Need help with updated storage (Research Volumes)","Hi [USER],  I had seen the Chip outage email. And I was able to login and run jobs normally on Chip.  Thank you for everyone's help in this matter.  Best, [STAFF] On Mon, Aug 25, 2025 at 4:54 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hi [USER], You may have seen the messages on the hpc mymbc page (if you're not following I suggest you do), https://my3.my.umbc.edu/groups/hpcf. We had an unplanned outage, that should be resolved at this point. Please give it a try and let us know if you have any more issues. On Mon Aug 25 10:50:59 2025, [USER] wrote: Thank you, [STAFF]! I was trying to run a few jobs and test the migration, but I am not able to login. Is there a downtime scheduled for Chip that is not communicated? I will try again after sometime today if it is just a temporary issue. [USER] On Fri, Aug 22, 2025 at 2:38 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Yay! Thank you so much. [USER], would you mind running something to test it? All the best, [STAFF] On Fri, Aug 22, 2025 at 2:36 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hello [STAFF], We have finished migrating your volume to the Ceph cluster! As far as we can tell everything seems to have gone smoothly. There are a few things to note: The path has changed, and is now available under /umbc/rs/pi_[STAFF]. The alias used to reach the volume is now pi_[STAFF]_common and pi_[STAFF]_user. Your new volume has a quota of 25TB. When you have a chance, could you try running some jobs on Chip using the new volume to verify everything looks good? Thank you, [STAFF] On Fri Aug 22 10:42:14 2025, [STAFF] wrote: Today still works! Go for it! Thanks for taking care of this. All the best,[STAFF] On Fri, Aug 22, 2025, 10:05 AM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Good morning [STAFF], I apologize for the delay, but if today still works for you then I can do the migration today. All I'll need is for you to make sure your students aren't running any jobs on Chip, else I will need to terminate them to complete the migration. If that's too short of a time frame, then we can move forward with the 26th. Thank you, [STAFF] On Thu Aug 21 17:22:01 2025, [STAFF] wrote: Hi [STAFF], Thanks for the information. I asked my students and I got 2 date suggestions: tomorrow (22nd) or the 26th. Let me know if these are too soon and you need a date farther out. Regardless of what date works for y'all, I ask that you let me know when you plan to move things so that I can tell everyone. All the best,[STAFF] On Thu, Aug 21, 2025 at 11:28 AM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hello [USER], That is because [STAFF]'s storage volume has not been migrated over to the new storage server, and thus is still using the old quota that was assigned. We will need to work with her to schedule a date where we can perform the migration. [STAFF], Since you're CC'd on this ticket: as per the communication via myUMBC earlier this summer (https://my3.my.umbc.edu/groups/hpcf/posts/150838), DoIT is in the process of migrating data off of an older storage server to our new RRStor Ceph storage cluster. Your group is using 206GB of a 250GB quota on the old storage server. To perform these migrations, we need to take individual storage volumes offline while we migrate them to the Ceph cluster. Thus we are reaching out to schedule a date where we can migrate your volume located at “/umbc/rs/[STAFF]”. During the migration, we will take your volume offline and will terminate any jobs running on the chip compute cluster that are accessing this volume. Below we’ve listed two options for handling this data migration - please let us know which of these you’d prefer. Option 1: Schedule a group-wide downtime date during standard business hours, which can be done by responding to this email with your preferred date(s) to perform the migration. During this time, DoIT staff will work to migrate your volume to the Ceph storage cluster. DoIT staff will send an email alert on this email thread when the migration has begun and when it has completed. For most storage volumes, this process should take less than a business day. Option 2: If you don’t respond to this email by October 15th, DoIT staff will assign a day over the following month (October 16th through November 15th) to migrate your volume. The day chosen will be random and will occur during business hours. You will be notified of the date chosen to perform the migration, and will be notified when the migration begins and completes. Note: After this process has completed, the new storage volume will have a new name. For example, group “pi_doit” will find its data under “/umbc/rs/pi_doit”, or in your group’s case you will find your volume under “/umbc/rs/pi_[STAFF]”. Thank you, [STAFF] On Tue Aug 19 12:34:12 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [ID] Request Type: Help with something else Hi, I need help with updating the research volume storage for my PI group ([STAFF]). This was mentioned in HPCF's May newsletter. It currently shows 250 GB. I believe it should be 10 TB now. Thanks!"
"3250512","71086121","2025-08-21 16:47:08","HPC User Account: [USER] in -","Hi [STAFF], Thanks, it worked. Best regards, [USER] On Thu, Aug 21, 2025 at 7:36 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.um= bc.edu/Ticket/Display.html?id=3250512> Last Update From Ticket: Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_[USER]. Your home directory has 500M of storage. Please read through the documentation found at hpcf.umbc.edu User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link (https://doit.um= bc.edu/request-tracker-rt/doit-research-computing/) You can also view your project abstract here (https://hpcf.um= bc.edu/[USER]-nasa-gsfc-center-for-space-sciences-and-technology/) Try accessing chip and let me know if you are running into any issues Best regards, [STAFF]"
"3251019","71093608","2025-08-21 19:24:11","HPC Other Issue: [USER]s cannot access chip","Yes, no problem, glad everything worked out! Best regards, [STAFF]"
"3251176","71087088","2025-08-21 17:12:31","HPC User Account: [USER] in pi_[ID]","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) Your project abstract can be viewed here (https://hpcf.umbc.edu/[STAFF]-nasa-gsfc-center-for-space-sciences-and-technology/) Best regards, [STAFF]"
"3251701","71201542","2025-08-25 21:21:22","HPC Slurm/Software Issue: ERROR: Could not install packages due to an OSError: [Errno 28] No space left on device","Thank you On Mon Aug 25 2025 at 1 00 PM [STAFF] via RT UMBCHelp rt umbc edu wrote If you agree your issue is resolved please give us feedback on your experience by completing a brief satisfaction survey https //umbc us2 qualtrics com/SE/SID=3DSV_etfDUq3MTISF6Ly&customeremail=[EMAIL]&groupid=3DEIS&ticketid=3D3251701&ticketowner=[EMAIL]&ticketsubject=3DHPC Slurm Software Issue ERROR Could not install packages due to an OSError [Errno 28] No space left on device If you believe your issue has not been resolved please respond to this message which will reopen your ticket Note A full record of your request can be found at Ticket https //rt umbc edu/Ticket/Display html?id=3D3251701 Thank You Hi After looking through the path you provided I believe I have found the issue I am guessing that perhaps you previously had cache symbolically linked to your research volume So when attempting to copy the current cache folder it got upset because it was already there But nonetheless for cache it is safe to just delete This folder serves as a download cache for pip packages so it will just cause pip to redownload packages when requested First delete the cache folder in both your research vol and home folder rm -rf /home/[USER]/cache rm -rf /umbc/rs/laramar/users/[USER]/cache Then make a new cache directory in your research vol umbc/rs/laramar/users/[USER]/cache Lastly symlink the new cache to your home folder ln -s /umbc/rs/laramar/users/[USER]/cache ~/.cache That should resolve the issues for you Let me know if you continue to run into issues with this Have a nice day On Sat Aug 23 20 23 23 2025 [USER] wrote Hi I attempted to move the cache folder with mv ~/.cache /umbc/rs/pi_laramar/users/[USER]/cache mv cannot overwrite non-directory '/umbc/rs/pi_laramar/users/[USER]/cache/.cache' with directory '/home/[USER]/cache' Should I simply delete the cache folder inside of /umbc/rs/pi_laramar/ or will that lead to further complications Alternatively should I just delete the cache folder inside of the home directory and attempt to create a symbolic link to /umbc/rs/ I'm not sure how to proceed Thanks On Fri Aug 22 2025 at 10 21 AM [STAFF] via RT UMBCHelp rt umbc edu wrote If you agree your issue is resolved please give us feedback on your experience by completing a brief satisfaction survey https //umbc us2 qualtrics com/SE/SID=3DSV_etfDUq3MTISF6Ly&customeremail=[EMAIL]&groupid=3DEIS&ticketid=3D3251701&ticketowner=[EMAIL]&ticketsubject=3DHPC Slurm Software Issue ERROR Could not install packages due to an OSError [Errno 28] No space left on device If you believe your issue has not been resolved please respond to this message which will reopen your ticket Note A full record of your request can be found at Ticket https //rt umbc edu/Ticket/Display html?id=3D3251701 Thank You Hi It appears that your home directory is out of storage space which is causing the errors you are getting However it is not the specific model that you are attempting to use that is the issue You already symbolically linked the mistral_models directory to your research volume which is great But when using pip to install packages it attempts to write to a hidden directory in your home directory which can get filled up quickly depending on what you are installing The solution for this issue is the same as you did for the mistral_models directory First move the cache folder to your users research volume then create a symbolic link that points to its new location Here is some documentation on how to go about doing that https //umbc atlassian net/wiki/spaces/faq/pages/1118765095/What+to+do+if+I+run+out+of+space+in+my+chip+home+directory#2-Use-Symbolic-Links-to-redirect-data-to-your-research-volume If you run into any issues with this process feel free to let me know Have a great day On Thu Aug 21 21 30 31 2025 [USER] wrote First Name [USER] Last Name [USER] Email [EMAIL] Campus ID [CAMPUSID] Request Type High Performance Cluster I was attempting to install Mamba-Codestral-7B-v0 1 While installing ... File '/umbc/rs/laramar/users/[USER]/conda_envs/codeGen/lib/python3 10/site-packages/pip/_internal/utils/logging py' line 197 in emit self handleRecord record Message '%s %s' Arguments 'Preparing metadata pyproject toml' 'finished with status 'done'' ERROR Could not install packages due to an OSError [Errno 28] No space left on device I recall running out of space with a pip install so I ran with the command TMPDIR='/umbc/rs/laramar/users/[USER]' pip install mistral_inference>=1 mamba-ssm causal-conv1d Is there anything I could do to increase my storage or should I use a different model Thank you"
"3252267","71121835","2025-08-22 18:46:00","HPC Other Issue: Requesting H100 for 30B parameter model","I've created a reservation on g24-02 that will expire in two weeks. I'll mark this as resolved. ReservationName=[RESOURCE] StartTime=2025-08-22T14:44:00 EndTime=2025-09-05T14:44:00 Duration=14-00:00:00 Nodes=g24-02 NodeCnt=1 CoreCnt=32 Features=(null) PartitionName=(null) Flags=IGNORE_JOBS,SPEC_NODES TRES=cpu=32. As a note, I get each RT ticket sent to [TEAM] to my inbox by default, so there's no need to CC me or send a separate email. -- [STAFF]"
"3253414","71639199","2025-09-12 17:25:35","HPC Other Issue: Class accounts for [COURSE] students","Hi [STAFF], This is an excellent point and something we'll consider for the creation of future classes. I've gone ahead and removed the two students who left the class. On Tue Sep 09 09:19:37 2025, [USER] wrote: Hi [STAFF], Good question. Thanks for keeping it open. Indeed, no additional students added the class during drop/add schedule adjustment period. However, some dropped. Should we 'shut down' or close somehow these ones? Namely, checking classlists and such, the following two could be deleted: [USER]  [EMAIL] [USER]  [EMAIL] They really left after the first class meeting. So, chances are that their directories are empty. If I can discuss another fine point, the permissions of the user directories are [gobbert@chip-login2 math447fa25]$ ll users/ drwxr-S---+ 2 [USER]  math447fa25 0 Aug 26 14:38 [USER]/ drwxr-S---+ 5 [USER]  math447fa25 3 Sep 4 11:20 [USER]/ drwxr-S---+ 5 [USER] math447fa25 3 Sep 3 20:53 [USER]/ drwxr-S---+ 2 [USER]  math447fa25 0 Aug 26 14:35 [USER] Do I see this right that each student can read 'r' each other's directory? Can we maybe remove that 'r' permission? It is not logical that students in a class should read each other's directory. They do homework in there after all. Of course, if two students wanted to share, they could change the permissions, but it should maybe not be the default. On Tue, Sep 9, 2025 at 9:04 AM [STAFF] via RT wrote: Ticket Last Update From Ticket: Hi [STAFF], Can I close this ticket out? On Tue Aug 26 21:31:55 2025, [USER] wrote: Thank you, [STAFF]! Of course, just now chip seems to have a problem again; I cannot log in; I will file a ticket. Yes, we need to keep this ticket open, since students can still register for the class for more than 10 days, the drop/add period. On Tue Aug 26 14:03:22 2025, [USER] wrote: Hi [STAFF], Sorry to not get to this fast enough. Yes, they can use the 2024 partition. This is all the information we need. The class will be given 5TB of storage space. I will let you know once the group has been made and you and your students have been added. On Tue Aug 26 13:26:06 2025, [USER] wrote: Hi, I would have preferred a round of e-mails (here in ticket) to lay out the setup, but I cannot wait now. My class starts Thursday, but we really need the accounts set up on Wednesday as early as possible. The list below are students in Math 447/627. Please create their accounts on chip. We used to put students in a 'student' group. But I seem to recall that you want to create a Unix group for each class like 'Math447627' or similar (I do not care deeply about the name). Like we did this summer for the REU Site students and the SEA students, I suggest that the students get access to the 2024 partition. The load from the homework in my class will be light, like jobs running seconds if using many nodes; but having access to many nodes is vital to see speedup. [USER] [USER] [EMAIL] [USER] [EMAIL] [USER] [EMAIL] [USER] [EMAIL] [USER] [EMAIL] [USER] [EMAIL] On Sun Aug 24 21:57:11 2025, [USER] wrote: First Name: [USER] Last Name: [STAFF] Email: [EMAIL] Campus ID: [USER] Request Type: High Performance Cluster Hi, We need to create chip accounts for the students in my MATH 447/627. There are only about 7 at present, so a small class. I would wait until late Tuesday before filing the request to allow for more to join. Is there a typical system for how to set up classes already? What information do you need? Can we let them use the 2024 partition? [USER]"
"3253736","71200996","2025-08-25 21:04:55","HPC Other Issue: Unable to access CHIP","Hi [STAFF], I'm able to access [SYSTEM] and all my research work. I have NOT scheduled jobs and so cannot vouch for that bit, but am able to access everything as intended. Thanks! On Mon, Aug 25, 2025 at 5:01 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hello, It looks like the issues with [SYSTEM] have been resolved on our end, however we would like to verify this on the user's end. Could you verify if you are still having issues within [SYSTEM]? (Logging in, accessing research volume, accessing existing files/work in research volume) Best regards, [STAFF]"
"3253841","72244864","2025-10-13 18:12:57","DUA with CCBC-Questions","Hi [USER], Box is a cloud platform and we do have a DUA with Box, if that's what the researcher was looking for. I am not familiar with from where the cybersecurity insurance comes from, but I'll ask around. In the meantime, let me know if there are other questions related to this and we can get the answers to you more quickly. Hi [USER] On Mon Aug 25 10:46:42 2025, [STAFF] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] Request Type: Help with something else Hello All, I'm working on a DUA with CCBC for a PI here at UMBC, presently they have the following questions: Whether the UMBC Box is a cloud based storage platform and, if so, whether there are any third party agreements with vendors for cloud based storage of data uploaded to the Box? UMBC's cybersecurity insurance coverage I was able to let them know that Box is cloud based but I'm not sure about the later half of their question. Additionally I'm unsure if we have separate cybersecurity insurance or if this is apart of the state of Maryland's liability insurance coverage. Thank you! [USER]"
"3254000","71200181","2025-08-25 20:45:25","HPC Other Issue: [USER] Downtime","Hello. It looks like the issues with CHIP have been resolved on our end, however we would like to verify this on the user's end. Could you verify if you are still having issues within CHIP? (Logging in, accessing research volume, accessing existing files/work in research volume). Best regards, [STAFF]."
"3254005","71211771","2025-08-26 13:34:34","HPC Other Issue: no connection to [ID] from outside","I guess, my mail crossed yours here. Sorry to create confusion.  Yes, no rush. On Tue, Aug 26, 2025 at 9:21 AM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: We'll work on getting this connection opened up, but please allow us some time as a good portion of our staff is out today. On Tue Aug 26 09:14:30 2025, [USER] wrote: Hi [STAFF], We had a user try to run a computationally intensive job on the login node. This is one of the things we're going to be attempting prevent in the future with the schedule downtime that's upcoming. As for scp'ing from linux.gl, is that something you've been able to do in the past? I spoke with some of the other team members who maintain that environment and they said in general they try to keep gl pretty isolated from other environments don't think we should be allowing that kind of access. On Mon Aug 25 16:58:03 2025, [USER] wrote: Hi, [STAFF], Yes, it works now. What was really the problem? And can you please tell me how to ssh from linux.gl to chip.rs? It's not really the ssh that I need in the end, but the scp. So, this really needs to work and should work in both directions. This is what I currently see: [USER]@linux6 ~]$ ssh -p 22 chip.rs.umbc.edu ssh: connect to host chip.rs.umbc.edu port 22: No route to host Thanks, On Mon, Aug 25, 2025 at 4:46 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hello, It looks like the issues with CHIP have been resolved on our end, however we would like to verify this on the user's end. Could you verify if you are still having issues within CHIP? (Logging in, accessing research volume, accessing existing files/work in research volume) Best regards, [STAFF]"
"3254007","71200352","2025-08-25 20:49:13","HPC Other Issue: Can't connect to chip","Hello, It looks like the issues with CHIP have been resolved on our end, however we would like to verify this on the user's end. Could you verify if you are still having issues within CHIP? (Logging in, accessing research volume, accessing existing files/work in research volume) Best regards, [STAFF]"
"3254244","71199544","2025-08-25 20:33:09","HPC Other Issue: Unable to access files on CHIP since this morning's outage","Yes that works normally now On Mon Aug 25 2025 at 3 16 PM [STAFF] via RT <[EMAIL]> wrote Ticket Last Update From Ticket Hi [USER] We believe the issue has been resolved Can you attempt to access your research volumes and let us know if it works as expected Thanks Kind regards [STAFF] DoIT Unix Infra Student Worker On Mon Aug 25 14 31 15 2025 [USER] wrote Hi [USER] Apologies for the issue with accessing research volume files We are currently looking into the issue now Kind regards [STAFF] DoIT Unix Infra Student Worker On Mon Aug 25 13 44 03 2025 [USER] wrote First Name [USER] Last Name [USER] Email [EMAIL] Campus ID [ID] Request Type High Performance Cluster You may already be aware but since the outage was fixed I am not able to access my usual directory on chip for some reason -bash cd /umbc/rs/[USER]/users/[USER] Permission denied"
"3254269","71194450","2025-08-25 19:21:48","HPC Other Issue: [USER] cannot access folders","Yes it's working now, thank you! On Mon, Aug 25, 2025 at 3:18 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3254269> Last Update From Ticket: Hi [USER], We believe the issue has been resolved. Can you attempt to access your research volumes and let us know if it works as expected? Thanks! -- Kind regards, [STAFF] DoIT Unix Infra Student Worker On Mon Aug 25 14:34:39 2025, [CAMPUSID] wrote: Hi [USER], Apologies for the issue with accessing research volume files. We are currently looking into the issue now. -- Kind regards, [STAFF] DoIT Unix Infra Student Worker On Mon Aug 25 13:53:03 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] Request Type: High Performance Cluster I cannot access any of my files and it says I don't have permission to enter those directories. -bash: cd: /umbc/rs/tjo/common: Permission denied"
"3254273","71194544","2025-08-25 19:22:46","HPC Slurm/Software Issue: Cannot access working directories","Thank you for the quick resolution, I can access it alright now. On Mon Aug 25 15:17:36 2025, [STAFF] wrote: Hi [USER], We believe the issue has been resolved. Can you attempt to access your research volumes and let us know if it works as expected? Thanks! Kind regards, [STAFF] (she/her/hers) DoIT Unix Infra Student Worker On Mon Aug 25 14:33:58 2025, [STAFF] wrote: Hi [USER], Apologies for the issue with accessing research volume files. We are currently looking into the issue now. Kind regards, [STAFF] (she/her/hers) DoIT Unix Infra Student Worker On Mon Aug 25 13:53:49 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] Request Type:              High Performance Cluster Hi, We are not able to (me and other students in our group cc'd here, PI: [STAFF] cc'd here) access our usual working directory (umbc/rs/[STAFF]/users/....) on chip-- says permission denied. Can you please help us resolve this issue?"
"3254332","71195187","2025-08-25 19:30:08","HPC Other Issue: Permissions Issues","Everything appears to be working now.  Thank you very much! [STAFF] On Mon, Aug 25, 2025 at 3:15 PM [STAFF] via RT <[EMAIL]> wrote: Ticket  Last Update From Ticket: Hi all, We believe the issue has been resolved. Can you attempt to access your research volumes and let us know if it works as expected? Thanks! Kind regards, [STAFF] On Mon Aug 25 14:33:33 2025, [USER] wrote: Ok, thank you. We understand these things happen when there's an outage, especially on a newer setup like chip. Please let us know when we have access to our volumes again. [USER] On Mon, Aug 25, 2025, 14:31 [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hi all, Apologies for the issue with accessing research volume files. We are currently looking into the issue now. Kind regards, [STAFF] On Mon Aug 25 14:21:02 2025, [USER] wrote: Hello, I am seeing the same error, even as PI of the group bennettj_pi and can not login to either the common shared directory or our research space. Thank you,[USER] On Mon, Aug 25, 2025, 14:12 RT API via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: First Name: [STAFF] Last Name: [STAFF] Email: [EMAIL] Campus ID: UMXXXX Request Type: High Performance Cluster Hello, I seem to have no permissions to cd into any directory. When I log in, I'm able to list the contents of my home directory, but can't cd into any other directory. -bash: cd: bennettj_user/: Permission denied Also, when I try to auto-complete with the tab button (bash shell), it doesn't work either. Thank you, [STAFF]"
"3254400","71200441","2025-08-25 20:52:35","HPC Other Issue: Lost access to /umbc/rs/pi_[STAFF]/users/[ID]/doom","It looks good right now! Thanks again! On Mon, Aug 25, 2025 at 4:46 PM [STAFF] via RT <[EMAIL]> wrote: Ticket [URL: https://rt.[DOMAIN]/Ticket/Display.html?id=3254400] Last Update From Ticket: Hello, It looks like the issues with CHIP have been resolved on our end, however we would like to verify this on the user's end. Could you verify if you are still having issues within CHIP? (Logging in, accessing research volume, accessing existing files/work in research volume) Best regards, [STAFF]"
